"Member","Name","Image","Staked (ROAR)","Voting power"
"terra1llex6wfx49xssnz7z055jmp5p69nnj2uqhv7hs","","","478745.163297","0.000215674224643768"
"terra1cu8qpx0ae79hfnsdhxm6tyyjammnx5y64mkhfr","","","379729.896148","0.000171067944293718"
"terra1rz039rdm5yf0s62phmpmhjcmhm5v3gf6cc5j9e","","","379653.131439","0.000171033361867904"
"terra1y9qtarp3yqpgj4kr4d7qtvvqchp5wtsajt7ejx","","","370840","0.000167063054832947"
"terra1wdw603l3k0pchdkn8g3q28kcw3qnrfhwcd845p","","","366185.864368","0.00016496637131367"
"terra1c4273lx3yx5kvtkf2tqdpm4me6ns7298sssagn","","","332539.889854","0.000149808892926386"
"terra1j5uuexzp9hmhxdmehxm2ka2mlhnr492tfq5xlg","","","329617","0.000148492133925336"
"terra1ce7mdxujdc78w4y8a5tg3duhnwwcr8zp3fgvly","","","241894.625022","0.000108973290378183"
"terra18ad5qcc600z4regg9uuhk8vx8kua3gjtzmgh8r","","","166598.701331","0.000075052550899468"
"terra1stwtc4xffhu2etg43q7yyauwlpdh4aw5ake34s","","","163202.538769","0.000073522583009496"
"terra1p6763cacd9xxznfy9ynn3wf6mdp6hgrkhkw5gx","","","125326.900768","0.000056459645386279"
"terra16vrz4hrvr2sp0qknuy7hvexr00ltkegfk8e9gc","","","113389.554057","0.000051081882447708"
"terra1zstf4e0au48fy56kkztsfea2m4fl4nd040etn8","","","111111","0.000050055396088727"
"terra12plgtfg565hr3ztegpvq4m79wcr6d2du27vzj4","","","77430.286773","0.000034882267945444"
"terra1dr9xlcr5s7dt7apycdxe82g5l66pyh3djad20w","","","62670.368872","0.000028232939465171"
"terra1k5hfj9dk7eg68w4pymweksj6kn3twkqrh3h5zj","","","40265.287373","0.00001813947231221"
"terra1qedkxxc0gwgfggdzl8zy67vpnazrx3uhf0j6v3","","","40264.139015","0.000018138954978062"
"terra1jmcqdyh9auemdr35xnqsywpagd9ty3yxwlp8qx","","","24200","0.000010902076170201"
"terra165sl4agxz0pdj5vw8qaj5le7qfpec5l6vs4p0w","","","21766.530213","0.000009805800427401"
"terra1za2pnwqydrs8nnet6x63t4he9q77ngcjwzl9e3","","","8579.052857","0.000003864854864264"
"terra1ywrk2thvg2t2mhzztenvt0c6whw5rd7dfdu39t","","","6713.078776","0.000003024235378203"
"terra1j4zesnmcqfwa4eszr94z8sxqz5x9jfx28f9k6y","","","4322.876283","0.000001947451508745"
"terra1vzcy66ls4pdjqtscr077559frlsatfzcu2u5ud","","","150","6.7574852295e-8"
"terra1lndjge9f9l7e2ftdz0mfn8srdwlnxst2s4amf2","","","1.075434","4.84481958e-10"
"terra102f5ywussuvdxr8htpahpmxj3kgd7rw4drkd9r","","","0","0"
"terra10s2nj7d9dkqypschw9rrqddl4v5f7ywe8nrnvd","","","0","0"
"terra125ydx33wlgquhne5468plaqp4m2kk20na0l4qk","","/placeholders/1.svg","0","0"
"terra1289stkem0gx8xpvzeugf7clsqwpyhmdqm8p4e9","","","0","0"
"terra12hlnzl0hxyjv6kkgd26r27r9dxvdnmc0swc5e4","","","0","0"
"terra12mtcyt4e78rvha4lf8n8sztv36vpljwdgrahhs","","","0","0"
"terra13e6svcf0dy58ee6z7s8d5jjmt92jz67k9gvanw","","","0","0"
"terra13fj8yr9fyxc5wqfpz9d3qlll977wv5vkh2dfv4","","","0","0"
"terra13z6nt676hxd0hx0vynqdmutl9lcsuveu2hv5uw","","","0","0"
"terra14dhzxgzynx6lgjw23f4g6j4m3e2z6rgqwg99wz","ZozoNFT","ipfs://QmVvDJEoL7jjGWUhS4LNRQn4qctBLeB7GijAQXtc2ihZNx","0","0"
"terra153wx8d2ezvy60hv5hu62dk0arfm953wthruwpd","","","0","0"
"terra154ns0jnajcjvc4wjjrza020gaux2lzd7rwaf45","CryptoHomeLess","ipfs://QmTQ4Ws3UwSmeCQS4VpEkQuZz4pAQEPFFpWMXvgLtaLW2Y","0","0"
"terra15cpnqu2xwu2kcjn89hkajyuwnv8eadqxrllrsw","","","0","0"
"terra15pyye6wrhvk6meu3m6zarxjavfhj8xjl0kvtw6","","","0","0"
"terra15y0hjy77v7tr5xwxhw3a5r4ahxs7drf6ymg54d","","","0","0"
"terra16dvl6y43y9fxc82ktfhxuhskxfgkljua4s65d5","","","0","0"
"terra174j4dztce5a8knqf909lsztxfszdl7hm5v4kdt","","","0","0"
"terra174jqm68e3mp28gwcqxu5q4vvdyjujefl7pxf8d","","","0","0"
"terra182vvhxz328vmc4v35e8lq0nw5t009nzgyseumd","","","0","0"
"terra18ljvj5jycg3yc8s9epknscxs25h6txzyy4aane","","","0","0"
"terra18uxn7hug20nke4srsgjvys8vgm2jlaxmatpg7k","","","0","0"
"terra18wlh3qlvrvyp9dfwmwcdj43rpr8cpkmkjnqhcr","","","0","0"
"terra19l4sty77wumupqqeuy2e5xu42c52efaqkvtrr3","","","0","0"
"terra19lvvx6veczg7lv05h4fx855u7jznfmztxpvmr4","","","0","0"
"terra19ujmpkuamfpsk3ujqrh09rzqegqn95fugu3yf8","","","0","0"
"terra1a4j7umpkunf9uarpyjt2d6lkkhs4md82pe5cjd","","","0","0"
"terra1a79th0al7dyn788jpd47veeafejjfds6tq2ghe","","","0","0"
"terra1aex4h5d2qrxg4f2jq9lsejhm9d0jeshnx40xt4","","","0","0"
"terra1alyp9gq7xu4synxdyh4ukjk66zfhhlxc0nj9ph","","","0","0"
"terra1ansggn3mkezhts9meztwemcg55welzd4fvcpzf","","","0","0"
"terra1as8j8qhexvsc3sy0gxrfajuuggwar45chfhqwn","","","0","0"
"terra1aup8mcxq628axm9rrjthctw4gq3993grx2nj9k","","","0","0"
"terra1djq6dg8yg3qr4ljz3utln7qkyghymhtnm6qw2m","","","0","0"
"terra1egvndf6x8h7yx42vrum6rjnyjy3mpet02u6vac","","","0","0"
"terra1emr8z0l5d42w5d2hz4gh0k03x2tnyp36zml9vp","","","0","0"
"terra1f883l2rvzvyrrynrux4nuh873rhx2lnm4jyakv","","","0","0"
"terra1fntz556dg6chvzkv8jv83mddfanqnku33ytr32","","","0","0"
"terra1g6ykcx9xzyljgj2xnlll4deftjenvv365c43cp","","","0","0"
"terra1gpqalumaqz97h0nqyqtxf85cwte37l6hps03mt","","","0","0"
"terra1gtmkcgwddsrmfd0s72l46yj9xj4u44ja98f5yk","","","0","0"
"terra1h7ja4gpgxwl5epnz7mlypzsttmkw8gceu9rc5v","","","0","0"
"terra1j8ftr0fcdll2v59vt0d6ypc9m7lyelglhq7kez","","","0","0"
"terra1jlng5tml04nw5wnpylx79msmnyk0m8ugu46y4q","","","0","0"
"terra1k5puzsa66zzmfja638ldmgj2vydttupxj6em96","","","0","0"
"terra1kghs7t46ysmjk0vcxpg8lt4u2yyfw5wav0xf9m","","","0","0"
"terra1l67whaslfrxhhqxyhj3r68vx2gv6gsewfwj5tr","","","0","0"
"terra1m0dmgmteqt5fs75sly64cv5hku0lkll7ctfcvq","","","0","0"
"terra1m2p6e5e9dnz6acg74gyrnhq3nl983k3kh8h8s5","","","0","0"
"terra1m8kcrczj2pzkw46400478hawljt9094njw829d","","","0","0"
"terra1md9s3ma54y47k43daca6fr3hl9l05pwy3wd3pr","","","0","0"
"terra1mjtfsg7lpyzugpd94py4zpxgjm2h3ln5zc9u7z","","","0","0"
"terra1n67trzv9wj3py38pdvphcxzw4ttdfzsmrvtumj","","","0","0"
"terra1nf4p7t3zyn7ufnj8gf6vsywya36aj4hafhqnmu","","","0","0"
"terra1nf6lk8v6x0jxhj40pvw8x5gz75m4ufhfhsmp4j","","","0","0"
"terra1nj74mncupt0xhpxljls09gg7ufy0nx68fyarfy","","","0","0"
"terra1ny3c3netlpp0zgd34cs5ddrppyr6xl2yvhspk3","","","0","0"
"terra1p72dpkr49tpzjs0z8h2g2r8xt5gmdawc9ygv87","","","0","0"
"terra1pc3vp2ua6rxyp0eycyhmc0zdsmyknf22r8tvds","","","0","0"
"terra1q038p66eshfefe9m8au733prlessx2tjy2mctj","","","0","0"
"terra1q7ugrvvxvpwmrgufneq9nqn6e535d9qptdw5cs","","","0","0"
"terra1ree8lqkchjg4rn88r23hc8q03y9ta7vcrgn6aq","","","0","0"
"terra1rjqm0eed7demy5kwdyth6z3mgzkw7z9ru02rky","","","0","0"
"terra1rm8vhy9sdswrfuxyfp8t5g40j59pmctc2mmh7z","","","0","0"
"terra1rr0mlysgrclyhl0mau2uhjsftjtwm9j3g8tan8","","","0","0"
"terra1s8qjggdfxhxgxc3vxc7jhrnz9wpktqdgn9tp2c","","","0","0"
"terra1s94ez5qfc034whrg8zhau26vseexy5cqv6f346","","","0","0"
"terra1sg09zu2xxp4sp0pg9qsfugjy4y060wvc7630ys","","","0","0"
"terra1swg70ymnvtcfvns2jry5ayw38gy4v9q64ke3fq","","","0","0"
"terra1tyvr2gfjhavcwx7gncrq9q74pn272lzftuc74z","","","0","0"
"terra1u5kg8cwy4jy0y7u3gs27aqju8fhvlthzgur00v","","","0","0"
"terra1v9afnzj90vrpspx65jytysjz8axpx0lukr2zed","","","0","0"
"terra1vuwy553khm9jxmugh8kfscwqr7w4v86zt5su64","","","0","0"
"terra1vwlde6e8yxms34p4km73u89emfda0kxdtjjuq2","","","0","0"
"terra1vxea52lulrjfdwlae73fk8p984qq48znlhpjrr","","","0","0"
"terra1wa4d647a6ccf8a042gzpw68p3tjqqlq9puezg7","","","0","0"
"terra1x7n426p66l8veyrgjfnthduvu82e02vwmkukey","","","0","0"
"terra1xxyc7ku9yp7w5kvhd2h6szp6hy7pfkg72srn22","","","0","0"
